layer,concept,feature_id,full_score,full_rank,resample_support,median_resample_rank,mean_resample_rank,resamples,top_features_per_resample
4,german_language,29075,0.7358455837526519,30,0.015625,17.0,17.0,128,20
4,german_language,16404,1.1763005719641222,13,0.875,12.0,12.580357142857142,128,20
4,german_language,25109,1.9915730493714627,3,1.0,3.0,3.0234375,128,20
4,german_language,5270,1.2731005067338919,10,1.0,10.0,10.40625,128,20
4,german_language,21270,0.4939752180092629,46,0.0078125,20.0,20.0,128,20
4,german_language,5653,0.716570210973239,31,0.0234375,15.0,16.0,128,20
4,german_language,29720,0.34159882668511204,73,0.0078125,20.0,20.0,128,20
4,german_language,24221,1.4254969917980542,8,1.0,8.0,8.5078125,128,20
4,german_language,7325,0.9444704439910792,20,0.4375,17.0,16.678571428571427,128,20
4,german_language,24480,0.45532101376949413,51,0.0078125,18.0,18.0,128,20
4,german_language,13345,0.9923060106188553,18,0.5234375,16.0,15.35820895522388,128,20
4,german_language,13092,0.4717704506664079,49,0.0,nan,nan,128,20
4,german_language,30247,0.5172823260571084,45,0.015625,18.5,18.5,128,20
4,german_language,6697,0.922755119062151,22,0.3984375,16.0,16.137254901960784,128,20
4,german_language,21930,1.2443695680670344,11,1.0,11.0,11.4140625,128,20
4,german_language,27692,1.296378289643294,9,0.96875,10.0,10.669354838709678,128,20
4,german_language,12845,1.1365717697982929,14,1.0,15.0,14.90625,128,20
4,german_language,3504,0.579736263969558,37,0.015625,20.0,20.0,128,20
4,german_language,18998,0.9247962971662086,21,0.4375,18.0,16.714285714285715,128,20
4,german_language,13366,0.4515238015502712,52,0.0078125,20.0,20.0,128,20
4,german_language,22841,1.1944905295588348,12,0.8671875,12.0,12.612612612612613,128,20
4,german_language,21562,0.5525652426416342,40,0.0,nan,nan,128,20
4,german_language,16571,0.41800190953289096,56,0.0078125,19.0,19.0,128,20
4,german_language,1218,0.5407913789746219,42,0.015625,18.0,18.0,128,20
4,german_language,9283,0.7948380738579781,27,0.1953125,17.0,16.04,128,20
4,german_language,23107,0.6589304865515646,32,0.0,nan,nan,128,20
4,german_language,14533,1.7000836467331009,5,1.0,5.0,5.171875,128,20
4,german_language,3529,0.4573702329913028,50,0.0078125,20.0,20.0,128,20
4,german_language,31691,0.41668673880158025,57,0.015625,19.0,19.0,128,20
4,german_language,12237,0.3794565359033148,69,0.0078125,19.0,19.0,128,20
4,german_language,205,0.5331269589961866,43,0.0078125,19.0,19.0,128,20
4,german_language,22478,0.6477594723810108,34,0.0,nan,nan,128,20
4,german_language,14288,0.4010210547442748,65,0.0078125,20.0,20.0,128,20
4,german_language,16978,0.47871035349714935,47,0.0,nan,nan,128,20
4,german_language,22228,0.2725324411514602,95,0.0078125,20.0,20.0,128,20
4,german_language,9046,0.9075730849187111,23,0.2265625,18.0,18.06896551724138,128,20
4,german_language,20439,0.6524373130962065,33,0.0,nan,nan,128,20
4,german_language,13915,0.5566398200793735,39,0.0,nan,nan,128,20
4,german_language,4446,2.1100658034531925,2,1.0,2.0,2.0859375,128,20
4,german_language,17249,0.9545248027356714,19,0.46875,17.0,16.766666666666666,128,20
4,german_language,28898,0.5429957632232211,41,0.0078125,18.0,18.0,128,20
4,german_language,13798,1.8476076254546514,4,1.0,4.0,4.1484375,128,20
4,german_language,24550,0.5573789613516265,38,0.0390625,19.0,18.8,128,20
4,german_language,13289,0.47694276988047385,48,0.0,nan,nan,128,20
4,german_language,7146,1.0761513145850308,16,0.859375,15.0,15.190909090909091,128,20
4,german_language,24170,0.8460809320122784,26,0.1953125,18.0,17.32,128,20
4,german_language,7022,0.9004152602655774,24,0.296875,17.0,15.368421052631579,128,20
4,german_language,8814,0.5285902803963521,44,0.0,nan,nan,128,20
